cir_supply,daily_change,fdv,market_cap,market_cap_raw,time,total_supply,weekly_change
9732718.551166527,0.009088331774107386,278.74116223868185,204.747870241067,204747870.241067,2024-08-07 00:00:00.000 UTC,13250000,0.0846569246236179
9731834.08979674,0.007324346093320634,278.45447858133593,204.51870091429598,204518700.91429597,2024-08-06 00:00:00.000 UTC,13250000,0.08912336905229554
9731121.348790394,0.016358891426843932,258.80145444643307,190.07006478956148,190070064.78956148,2024-08-05 00:00:00.000 UTC,13250000,0.09598595783243029
9729529.705589514,0.01216823456633837,307.89421954613516,226.08799662289977,226087996.62289977,2024-08-04 00:00:00.000 UTC,13250000,0.08743293764612521
9728345.937636398,0.008785968979532262,316.51143478750487,232.38737591173512,232387375.91173512,2024-08-03 00:00:00.000 UTC,13250000,0.18732814478528154
9727491.283269763,0.014091843138551618,340.82163931994603,250.21430382147068,250214303.82147068,2024-08-02 00:00:00.000 UTC,13250000,0.19561148152402336
9726120.693598155,0.016809045565315046,352.64198367090495,258.8557354575918,258855735.4575918,2024-08-01 00:00:00.000 UTC,13250000,0.19068506459145526
9724486.100298563,0.013551403828528189,367.59747309022754,269.7884164204372,269788416.4204372,2024-07-31 00:00:00.000 UTC,13250000,0.19009572078724452
9723168.474473659,0.014181326341396277,364.9582405217988,267.81512896157955,267815128.96157956,2024-07-30 00:00:00.000 UTC,13250000,0.1810864521710108
9721789.795736501,0.007812675228729044,375.271039718099,275.3438614767428,275343861.4767428,2024-07-29 00:00:00.000 UTC,13250000,0.1757902038295912
9721030.323208462,0.11198832155420552,374.86059883969983,275.02122628655127,275021226.2865513,2024-07-28 00:00:00.000 UTC,13250000,0.1770061278604239
9710156.082391499,0.017054544121257228,386.5486911323224,283.27910372369763,283279103.7236976,2024-07-27 00:00:00.000 UTC,13250000,0.0735516696554843
9708500.341917174,0.009174351161946303,398.6074842857382,292.0664828285913,292066482.8285913,2024-07-26 00:00:00.000 UTC,13250000,0.07562037760375324
9707609.731710956,0.016220724538365955,377.9870111533824,276.9321047496538,276932104.74965376,2024-07-25 00:00:00.000 UTC,13250000,0.07405042449981464
9706035.34245446,0.004558010386010077,409.08887918379287,299.6702731745642,299670273.17456424,2024-07-24 00:00:00.000 UTC,13250000,0.08039639623974607
9705592.960519295,0.008893901731353106,427.049787253129,312.81293652492315,312812936.52492315,2024-07-23 00:00:00.000 UTC,13250000,0.10774518976802637
9704729.831384799,0.009026560364602683,440.68642596065826,322.77303428730175,322773034.2873018,2024-07-22 00:00:00.000 UTC,13250000,0.10598005782649499
9703853.907154176,0.008601008317807872,435.0616628743794,318.62451450087093,318624514.50087094,2024-07-21 00:00:00.000 UTC,13250000,0.10958014580678924
9703019.349652834,0.01912208416801077,411.9358931282528,301.662033346412,301662033.346412,2024-07-20 00:00:00.000 UTC,13250000,0.11030629471757335
9701164.284853008,0.007605440441208147,372.34180674760034,272.615021688865,272615021.688865,2024-07-19 00:00:00.000 UTC,13250000,0.09807881367371436
9700426.52469113,0.022563029137413926,368.8962860426191,270.07179758399,270071797.58399004,2024-07-18 00:00:00.000 UTC,13250000,0.09807400687040163
9698238.308355799,0.03188607969225574,367.8775210533666,269.26519754435674,269265197.54435676,2024-07-17 00:00:00.000 UTC,13250000,0.0826514472318865
9695146.906087043,0.007130512767506852,362.5891312563545,265.30980332685544,265309803.32685542,2024-07-16 00:00:00.000 UTC,13250000,0.06072502198093163
9694455.641689772,0.012623161628911946,356.23581508960547,260.64243829187774,260642438.29187775,2024-07-15 00:00:00.000 UTC,13250000,0.06495843469088464
9693232.049341118,0.009326424772311652,338.16183586490183,247.3872562467696,247387256.2467696,2024-07-14 00:00:00.000 UTC,13250000,0.08264324737108501
9692328.101652032,0.0069057403711272536,342.4628750465123,250.51038094987618,250510380.9498762,2024-07-13 00:00:00.000 UTC,13250000,0.08047423636505249
9691658.820856208,0.007600637982511363,340.24867139134744,248.87351225468365,248873512.25468364,2024-07-12 00:00:00.000 UTC,13250000,0.08200677270882233
9690922.2489389,0.007152103814234079,342.8492865023307,250.75666253571805,250756662.53571805,2024-07-11 00:00:00.000 UTC,13250000,0.09231452252412478
9690229.19368713,0.009970776279307744,345.4888768153785,252.66916228004203,252669162.28004202,2024-07-10 00:00:00.000 UTC,13250000,0.09103186331722755
9689263.09894042,0.011361657977634746,339.79484944296394,248.48012799379072,248480127.99379072,2024-07-09 00:00:00.000 UTC,13250000,0.08896656597152555
9688162.363068411,0.030298724922362495,326.5414076166892,238.76122077399162,238761220.7739916,2024-07-08 00:00:00.000 UTC,13250000,0.08480430913233807
9685227.862520242,0.007159002703081598,336.14471543918216,245.70854066494383,245708540.6649438,2024-07-07 00:00:00.000 UTC,13250000,0.07559402815346754
9684534.546430282,0.008437150157546836,338.9292204921901,247.72616940764541,247726169.4076454,2024-07-06 00:00:00.000 UTC,13250000,0.07532235144553259
9683717.51664257,0.01790072448403531,313.3959723376302,229.0443824129162,229044382.4129162,2024-07-05 00:00:00.000 UTC,13250000,0.08829501732112503
9681984.371295677,0.005870535943479497,352.35857793232174,257.4739807269969,257473980.7269969,2024-07-04 00:00:00.000 UTC,13250000,0.07544010564831663
9681416.020288369,0.007907151563458618,376.3728037359104,275.0054106935617,275005410.69356173,2024-07-03 00:00:00.000 UTC,13250000,0.18934377298363983
9680650.556576531,0.007202628382869248,381.52461443286916,278.7476581929963,278747658.1929963,2024-07-02 00:00:00.000 UTC,13250000,0.1897855627308749
9679953.34550942,0.02109345980727825,385.13058852509823,281.3619719887952,281361971.98879516,2024-07-01 00:00:00.000 UTC,13250000,0.1900272430781283
9677911.939044373,0.006887511776731089,374.09333495195096,273.2409322753519,273240932.2753519,2024-06-30 00:00:00.000 UTC,13250000,0.18229214155365053
9677245.41762657,0.021401145770101954,367.9772768354456,268.7552012110581,268755201.2110581,2024-06-29 00:00:00.000 UTC,13250000,0.19120065293663832
9675174.819359967,0.005054853952516548,377.4029680621972,275.58035421487426,275580354.21487427,2024-06-28 00:00:00.000 UTC,13250000,0.17741375523280833
9674685.778123518,0.11969502072296326,377.10380028293974,275.3479829036746,275347982.9036746,2024-06-27 00:00:00.000 UTC,13250000,0.17833286774771057
9663119.50522925,0.008348141257154093,377.95288987747824,275.6380333760621,275638033.3760621,2024-06-26 00:00:00.000 UTC,13250000,0.07458305726563805
9662312.881701177,0.007443868298927688,380.3616887944162,277.37159587501145,277371595.87501144,2024-06-25 00:00:00.000 UTC,13250000,0.07392804989821704
9661593.685391659,0.013371400698303027,372.6070515648245,271.69644804008396,271696448.04008394,2024-06-24 00:00:00.000 UTC,13250000,0.0772117865506776
9660301.96770689,0.015780425651340968,382.63147851578344,278.9687264009524,278968726.4009524,2024-06-23 00:00:00.000 UTC,13250000,0.07461836905270568
